"","M0","M0.96","M2.04","M3","M6","M9","M12","M24","M36","M48","M60","M72","M84","M96","M108","M120","M180","M240","M360","M480","M600"
"2015-09-30",1.4948,2.2537,2.1885,2.2139,2.3299,2.3279,2.3919,2.6715,2.9183,3.0212,3.0529,3.1894,3.2598,3.2537,3.2432,3.2362,3.4549,3.7313,3.8709,3.9266,3.9724
"2015-10-08",1.5648,2.2547,2.1697,2.1806,2.3177,2.3203,2.4031,2.6588,2.9041,3.0132,3.0433,3.1881,3.2474,3.2455,3.2424,3.2409,3.4596,3.736,3.8756,3.9313,3.9771
"2015-10-09",1.5618,2.2577,2.1961,2.2259,2.2916,2.3241,2.4091,2.6396,2.8535,2.9421,2.9739,3.113,3.1794,3.1712,3.1574,3.1486,3.4096,3.686,3.8256,3.8813,3.9271
"2015-10-10",1.5598,2.2577,2.2005,2.2348,2.2826,2.3052,2.4116,2.6315,2.8389,2.9236,2.9538,3.084,3.1539,3.1581,3.1599,3.1612,3.4221,3.6985,3.8381,3.8938,3.9396
"2015-10-12",1.5578,2.2567,2.2305,2.2553,2.3199,2.3154,2.4269,2.6436,2.8497,2.9336,2.9641,3.0975,3.1598,3.1567,3.1513,3.1488,3.4421,3.7185,3.8581,3.9138,3.9596
"2015-10-13",1.5558,2.1932,2.2105,2.2753,2.3393,2.3154,2.4186,2.6359,2.8297,2.8998,2.9237,3.0585,3.1246,3.1195,3.111,3.1064,3.4278,3.7324,3.872,3.9277,3.9735
"2015-10-14",1.5558,2.1932,2.2405,2.3474,2.3395,2.3106,2.4084,2.6263,2.8037,2.8568,2.8729,2.9935,3.0548,3.0509,3.0445,3.0414,3.3629,3.6725,3.8125,3.8682,3.914
"2015-10-15",1.5568,2.1932,2.242,2.3395,2.3249,2.3156,2.419,2.5908,2.7751,2.8639,2.9059,3.0517,3.1143,3.1054,3.0905,3.0814,3.389,3.6847,3.8155,3.8711,3.9169
"2015-10-16",1.5548,2.1902,2.2358,2.3425,2.4023,2.4054,2.432,2.635,2.8315,2.9241,2.966,3.0932,3.1446,3.1382,3.1276,3.1216,3.4292,3.7249,3.8557,3.9073,3.9531
"2015-10-19",1.5578,2.1912,2.2291,2.3513,2.3547,2.4032,2.4286,2.6236,2.8122,2.9111,2.9676,3.0909,3.1372,3.1327,3.1252,3.1214,3.4042,3.6999,3.8057,3.8573,3.9031
"2015-10-20",1.5588,2.1729,2.2256,2.358,2.3548,2.4034,2.4255,2.614,2.792,2.8711,2.9058,3.0289,3.0796,3.0744,3.0659,3.0615,3.3553,3.662,3.7612,3.8128,3.8586
"2015-10-21",1.5608,2.1729,2.2268,2.3516,2.355,2.4091,2.4273,2.6112,2.7872,2.8694,2.9087,3.0245,3.0698,3.0673,3.0629,3.0616,3.3554,3.6621,3.7613,3.8129,3.8587
"2015-10-22",1.5598,2.2235,2.26,2.3537,2.3722,2.3819,2.4234,2.6059,2.7827,2.8612,2.8962,3.0229,3.0744,3.0679,3.0573,3.0516,3.3554,3.6621,3.7613,3.8129,3.8587
"2015-10-23",1.5648,2.2285,2.2615,2.3516,2.3636,2.3787,2.4454,2.6099,2.7779,2.8526,2.8865,3.0099,3.0598,3.0552,3.0474,3.04,3.3594,3.6825,3.7817,3.8333,3.8791
"2015-10-26",1.4958,2.281,2.307,2.3708,2.3764,2.3718,2.4237,2.5905,2.7533,2.8241,2.8562,2.9666,3.0156,3.0183,3.0197,3.02,3.3393,3.6626,3.7618,3.8134,3.8592
"2015-10-27",1.4958,2.2941,2.328,2.388,2.3547,2.3228,2.3748,2.5492,2.7139,2.7815,2.8112,2.9266,2.9772,2.9789,2.9798,2.98,3.2993,3.6226,3.7218,3.7734,3.8192
"2015-10-28",1.4918,2.2341,2.248,2.3628,2.328,2.3637,2.3698,2.5544,2.7247,2.7922,2.8215,2.9445,2.9949,2.993,2.9899,2.987,3.3063,3.6296,3.7288,3.7804,3.8262
"2015-10-29",1.4938,2.2423,2.2596,2.3414,2.3655,2.345,2.3683,2.5434,2.7158,2.8183,2.8915,3.0105,3.0501,3.0501,3.05,3.05,3.348,3.6713,3.7487,3.8003,3.8461
"2015-10-30",1.4938,2.2423,2.2671,2.3564,2.3866,2.3589,2.3513,2.548,2.7381,2.8425,2.9112,3.0196,3.0573,3.059,3.0598,3.06,3.358,3.6813,3.7587,3.8103,3.8561
"2015-11-02",1.4888,2.2423,2.3564,2.3254,2.3774,2.382,2.4032,2.5614,2.7159,2.8198,2.9032,3.0064,3.055,3.0545,3.0535,3.0525,3.3505,3.6738,3.7512,3.8028,3.8486
"2015-11-03",1.4878,2.2423,2.3455,2.3388,2.3847,2.3852,2.4284,2.5845,2.7414,2.8455,2.9284,3.0317,3.08,3.08,3.08,3.08,3.3785,3.7018,3.7792,3.8308,3.8766
"2015-11-04",1.4858,2.2508,2.335,2.3516,2.4039,2.3993,2.4312,2.6075,2.7809,2.8902,2.9734,3.0663,3.1163,3.1289,3.1335,3.1351,3.4336,3.7569,3.8343,3.8859,3.9317
"2015-11-05",1.4828,2.2624,2.3972,2.3216,2.3845,2.3843,2.4342,2.6099,2.7618,2.8718,2.9657,3.0832,3.14,3.135,3.1246,3.115,3.4136,3.7369,3.8143,3.8659,3.9117
"2015-11-06",1.4828,2.2857,2.3905,2.3649,2.3955,2.3977,2.463,2.6186,2.7781,2.882,2.9647,3.0789,3.1349,3.1329,3.1287,3.125,3.3902,3.7129,3.7909,3.8425,3.8883
"2015-11-09",1.4818,2.3329,2.4857,2.4834,2.4628,2.4987,2.5389,2.6887,2.8381,2.9497,3.0479,3.1821,3.2499,3.2417,3.225,3.2099,3.4751,3.7978,3.8758,3.9274,3.9732
"2015-11-10",1.4788,2.3334,2.4486,2.5145,2.4575,2.489,2.555,2.6964,2.8431,2.9543,3.0523,3.1627,3.1973,3.1989,3.1998,3.2001,3.4652,3.7879,3.8659,3.9175,3.9633
"2015-11-11",1.4778,2.3411,2.4721,2.4567,2.458,2.4912,2.5616,2.6978,2.8405,2.9385,3.0195,3.1067,3.1424,3.1384,3.13,3.1226,3.4152,3.7379,3.8159,3.8675,3.9133
"2015-11-12",1.5778,2.3629,2.5159,2.5204,2.4457,2.5303,2.5499,2.687,2.8196,2.9188,3.0058,3.0998,3.14,3.139,3.1369,3.1351,3.4277,3.7504,3.8284,3.88,3.9258
"2015-11-13",1.5798,2.3682,2.5101,2.5204,2.4494,2.5139,2.5589,2.6953,2.8329,2.9173,2.9836,3.085,3.135,3.1329,3.1287,3.1251,3.4177,3.7404,3.8184,3.87,3.9158
"2015-11-16",1.5778,2.3682,2.5318,2.5469,2.4607,2.5024,2.6041,2.7108,2.8314,2.9118,2.9792,3.0786,3.1307,3.1337,3.1348,3.1352,3.4277,3.7504,3.8284,3.88,3.9258
"2015-11-17",1.5758,2.3164,2.4956,2.5224,2.4628,2.5179,2.5911,2.7096,2.8379,2.9234,2.9948,3.0915,3.1366,3.1341,3.1293,3.1252,3.4176,3.7403,3.8183,3.8699,3.9157
"2015-11-18",1.5748,2.2664,2.4729,2.5222,2.5164,2.5793,2.5907,2.7156,2.8375,2.9295,3.0119,3.1135,3.1599,3.1557,3.1474,3.1402,3.4326,3.7553,3.8333,3.8849,3.9307
"2015-11-19",1.5788,2.2686,2.4889,2.5093,2.514,2.5732,2.5948,2.7308,2.8638,2.9412,3.0021,3.1187,3.1798,3.1713,3.1546,3.1402,3.4326,3.7553,3.8333,3.8849,3.9307
"2015-11-20",1.5778,2.2686,2.5016,2.5043,2.5495,2.5567,2.5764,2.719,2.8573,2.9277,2.9786,3.0994,3.1648,3.1563,3.1396,3.1251,3.4176,3.7403,3.8415,3.879,3.9114
"2015-11-23",1.5788,2.2212,2.5045,2.5252,2.5493,2.5498,2.5849,2.7259,2.8636,2.9356,2.9892,3.1048,3.1649,3.1574,3.1427,3.1302,3.4226,3.7453,3.8466,3.8719,3.892
"2015-11-24",1.5788,2.1912,2.4922,2.5307,2.5468,2.5496,2.5676,2.7094,2.8455,2.9139,2.9638,3.0793,3.1399,3.1329,3.1192,3.1077,3.4001,3.7228,3.8241,3.8494,3.8695
"2015-11-25",1.5788,2.1922,2.4917,2.5211,2.5497,2.5453,2.5802,2.725,2.86,2.911,2.941,3.061,3.1299,3.1201,3.1012,3.0853,3.3777,3.7004,3.8017,3.827,3.8471
"2015-11-26",1.5788,2.1645,2.4781,2.4969,2.5305,2.5414,2.5639,2.7235,2.8513,2.8885,2.909,3.0212,3.0899,3.0812,3.0644,3.0503,3.373,3.6957,3.8273,3.8505,3.8706
"2015-11-27",1.5798,2.1685,2.4868,2.5169,2.5504,2.5554,2.5738,2.7127,2.8336,2.8756,2.9005,3.0134,3.0799,3.0756,3.0756,3.0603,3.383,3.7057,3.8373,3.8605,3.8806
"2015-11-30",1.5818,2.1745,2.52,2.5701,2.5706,2.5779,2.5754,2.715,2.8277,2.8633,2.8843,2.9871,3.0475,3.0458,3.0427,3.0404,3.363,3.6857,3.8173,3.8405,3.8606
"2015-12-01",1.5818,2.1719,2.5791,2.5743,2.5829,2.5788,2.5754,2.6881,2.7925,2.8461,2.8884,2.9944,3.05,3.05,3.05,3.0504,3.373,3.6957,3.8273,3.8505,3.8706
"2015-12-02",1.5798,2.1552,2.5563,2.5499,2.5523,2.5642,2.5656,2.6813,2.7885,2.8494,2.9003,3.0095,3.0649,3.0605,3.052,3.0454,3.368,3.6907,3.8223,3.8589,3.8923
"2015-12-03",1.6298,2.2075,2.5252,2.5627,2.5671,2.5488,2.5506,2.6353,2.7152,2.7896,2.8656,2.9856,3.0449,3.0416,3.0353,3.0304,3.353,3.6757,3.8073,3.8439,3.8773
"2015-12-04",1.638,2.2075,2.4715,2.5033,2.5221,2.5185,2.5351,2.6213,2.7071,2.7865,2.8661,2.9746,3.0251,3.0251,3.025,3.0254,3.3495,3.6722,3.8038,3.8404,3.8738
"2015-12-07",1.641,2.2075,2.4951,2.5098,2.5029,2.5012,2.5201,2.6241,2.7242,2.7966,2.8651,2.9831,3.0399,3.0371,3.0318,3.028,3.3521,3.6747,3.8064,3.843,3.8764
"2015-12-08",1.647,2.2075,2.4656,2.4713,2.4739,2.4843,2.4911,2.6053,2.7099,2.7775,2.8393,2.9605,3.0199,3.0154,3.0069,3.0005,3.3246,3.6472,3.7789,3.8412,3.8979
"2015-12-09",1.646,2.2575,2.4502,2.4516,2.471,2.4702,2.4866,2.6014,2.7106,2.7707,2.8226,2.9442,3.005,3.003,2.9993,2.9968,3.3209,3.6435,3.7752,3.8375,3.8942
"2015-12-10",1.647,2.2585,2.449,2.4411,2.4528,2.458,2.4841,2.5973,2.7115,2.7741,2.8277,2.9452,3.0025,3.0022,3.0017,3.0018,3.3259,3.6485,3.7802,3.8425,3.8992
"2015-12-11",1.648,2.2785,2.4047,2.3967,2.4029,2.4274,2.4644,2.5853,2.706,2.7673,2.8178,2.9332,2.9907,2.9919,2.9924,2.9931,3.3172,3.6398,3.7715,3.8338,3.8905
"2015-12-14",1.646,2.3638,2.4394,2.4019,2.4365,2.4494,2.4523,2.6006,2.7333,2.7944,2.8434,2.9693,3.03,3.03,3.03,3.0306,3.3547,3.6773,3.809,3.8713,3.928
"2015-12-15",1.646,2.385,2.4018,2.4038,2.4043,2.4392,2.4474,2.6023,2.7387,2.7895,2.8263,2.9524,3.015,3.015,3.015,3.0157,3.3398,3.6624,3.7941,3.8564,3.9131
"2015-12-16",1.648,2.3704,2.4006,2.3988,2.3998,2.4001,2.4028,2.5784,2.7292,2.7835,2.82,2.9296,2.9907,2.9969,2.9995,3.0007,3.3248,3.6474,3.7791,3.8414,3.8981
"2015-12-17",1.651,2.3387,2.3859,2.3821,2.3981,2.3816,2.3907,2.5608,2.6961,2.7364,2.7667,2.9121,2.99,2.9888,2.9867,2.9857,3.31,3.6326,3.7643,3.8266,3.8833
"2015-12-18",1.674,2.3651,2.3639,2.3661,2.3746,2.3599,2.3647,2.5355,2.666,2.7049,2.7344,2.8752,2.95,2.9477,2.9434,2.9408,3.2651,3.5994,3.735,3.7973,3.8601
"2015-12-21",1.701,2.2944,2.2795,2.3332,2.3494,2.3398,2.3601,2.4752,2.5836,2.6448,2.6996,2.8044,2.8653,2.875,2.8789,2.8811,3.2353,3.5696,3.7052,3.7675,3.8303
"2015-12-22",1.733,2.2452,2.2792,2.3301,2.3519,2.3466,2.3204,2.4513,2.5761,2.6243,2.6629,2.7867,2.8529,2.8577,2.8596,2.861,3.2153,3.5496,3.6852,3.7475,3.8103
"2015-12-23",1.761,2.2874,2.3064,2.3505,2.3606,2.3528,2.3332,2.4605,2.5722,2.6292,2.6794,2.7888,2.8415,2.8439,2.8449,2.846,3.2003,3.5346,3.6702,3.7325,3.7953
"2015-12-24",1.761,2.3265,2.3332,2.3302,2.3387,2.3288,2.3135,2.4452,2.5603,2.6159,2.663,2.762,2.805,2.8038,2.8017,2.801,3.1553,3.4896,3.6252,3.6875,3.7503
"2015-12-25",1.771,2.3251,2.3274,2.3061,2.3056,2.284,2.2946,2.4355,2.5694,2.619,2.6565,2.7629,2.8102,2.809,2.8068,2.8061,3.1604,3.4947,3.6303,3.6926,3.7554
"2015-12-28",1.781,2.2931,2.3068,2.3015,2.3137,2.3001,2.3076,2.4268,2.5413,2.6031,2.6585,2.7619,2.805,2.8026,2.7983,2.7961,3.1504,3.4847,3.6203,3.6826,3.7454
"2015-12-29",1.777,2.2893,2.3003,2.3015,2.3079,2.3023,2.3076,2.4128,2.5153,2.5888,2.66,2.7668,2.81,2.8088,2.8066,2.8061,3.1604,3.4947,3.6303,3.6926,3.7554
"2015-12-30",1.777,2.1987,2.2049,2.2656,2.261,2.2833,2.2979,2.4204,2.5395,2.623,2.7014,2.8023,2.8399,2.8363,2.8298,2.8261,3.1636,3.4811,3.6172,3.6795,3.7423
"2015-12-31",1.777,2.2017,2.2049,2.2507,2.2581,2.2943,2.2979,2.4235,2.5466,2.6265,2.7014,2.8008,2.8361,2.832,2.8255,2.8212,3.1587,3.4762,3.6123,3.6746,3.7374
"2016-01-04",1.927,2.2663,2.3035,2.3002,2.3166,2.343,2.3479,2.4598,2.5697,2.661,2.7488,2.8396,2.8701,2.8701,2.87,2.871,3.1709,3.4885,3.6246,3.6869,3.7497
"2016-01-05",2.027,2.2816,2.3528,2.3,2.307,2.335,2.368,2.4944,2.6173,2.7055,2.7871,2.8725,2.8999,2.8975,2.8931,2.8911,3.1909,3.5085,3.6446,3.7069,3.7697
"2016-01-06",2.009,2.3264,2.3333,2.3296,2.3299,2.3409,2.369,2.5038,2.6322,2.7003,2.7598,2.8468,2.8817,2.8839,2.8849,2.8861,3.1748,3.4789,3.6155,3.6778,3.7406
"2016-01-07",1.955,2.2918,2.3482,2.3473,2.3412,2.3454,2.37,2.4928,2.611,2.6859,2.7538,2.8336,2.8599,2.8574,2.8531,2.8511,3.1355,3.4396,3.5718,3.6363,3.7008
"2016-01-08",1.947,2.2966,2.3311,2.3219,2.3132,2.3362,2.3634,2.479,2.5906,2.6656,2.7347,2.814,2.8402,2.8389,2.8367,2.8362,3.1206,3.4247,3.5537,3.6182,3.6827
"2016-01-11",1.94,2.2568,2.3009,2.3099,2.3132,2.3287,2.3511,2.4683,2.5792,2.6381,2.693,2.7888,2.8249,2.823,2.8198,2.8187,3.1031,3.4072,3.5362,3.6007,3.6652
"2016-01-12",1.9,2.2257,2.3078,2.3081,2.2994,2.3,2.3054,2.4384,2.5618,2.6145,2.662,2.7651,2.8048,2.8004,2.7928,2.7887,3.0606,3.3558,3.4859,3.5504,3.6149
"2016-01-13",1.9,2.2257,2.2892,2.2773,2.2706,2.275,2.2804,2.4048,2.5192,2.5615,2.6005,2.7071,2.7497,2.7434,2.7326,2.7237,2.9981,3.2933,3.4234,3.4879,3.5524
"2016-01-14",1.9,2.2243,2.2642,2.2589,2.2496,2.2593,2.2793,2.4043,2.5199,2.5647,2.6084,2.7303,2.7796,2.772,2.7591,2.7513,3.0256,3.3208,3.4509,3.5154,3.5799
"2016-01-15",1.876,2.2105,2.2512,2.2292,2.229,2.2507,2.2782,2.4336,2.5601,2.5962,2.628,2.7335,2.7773,2.769,2.7549,2.7464,3.0214,3.3166,3.4467,3.5112,3.5757
"2016-01-18",1.874,2.1975,2.2491,2.2491,2.2493,2.2506,2.2618,2.4282,2.565,2.6057,2.6431,2.7617,2.8094,2.8005,2.7854,2.7764,3.0513,3.3465,3.4766,3.5411,3.6056
"2016-01-19",1.974,2.2576,2.2652,2.2502,2.2573,2.2599,2.2724,2.4361,2.577,2.6221,2.6643,2.7901,2.8392,2.8277,2.8082,2.7964,3.0713,3.3665,3.4966,3.5611,3.6256
"2016-01-20",2.074,2.3666,2.3983,2.3959,2.3191,2.3155,2.3105,2.469,2.6063,2.6516,2.6934,2.8101,2.8542,2.8426,2.8232,2.8114,3.0863,3.3815,3.5116,3.5761,3.6406
"2016-01-21",2.1335,2.3266,2.3466,2.3266,2.3191,2.3295,2.3006,2.4682,2.5995,2.6365,2.6714,2.7844,2.8293,2.819,2.8017,2.7914,3.0664,3.3616,3.4917,3.5562,3.6207
"2016-01-22",2.1475,2.2518,2.2514,2.2591,2.3064,2.3305,2.306,2.4427,2.5647,2.616,2.6657,2.775,2.8144,2.8034,2.7851,2.7741,3.0491,3.3443,3.4744,3.5389,3.6034
"2016-01-25",2.1285,2.3004,2.2883,2.28,2.2824,2.3283,2.3109,2.4802,2.6301,2.694,2.7514,2.8485,2.8796,2.8737,2.864,2.859,3.1341,3.4293,3.5594,3.6239,3.6884
"2016-01-26",2.1165,2.2414,2.2504,2.2499,2.2445,2.3216,2.311,2.4759,2.6228,2.6967,2.7633,2.8529,2.8796,2.8743,2.8657,2.8616,3.1366,3.4318,3.5519,3.6164,3.6809
"2016-01-27",2.1145,2.2092,2.2533,2.2913,2.3039,2.3402,2.3519,2.4919,2.6209,2.7124,2.7994,2.8929,2.9196,2.9144,2.9057,2.9016,3.1766,3.4718,3.5919,3.6564,3.7209
"2016-01-28",2.1115,2.2459,2.2535,2.2871,2.3066,2.3931,2.3608,2.4991,2.624,2.7048,2.7814,2.871,2.8973,2.894,2.8886,2.8866,3.1669,3.4632,3.5839,3.6484,3.7129
"2016-01-29",2.1085,2.2024,2.2457,2.2276,2.3024,2.3501,2.3214,2.4772,2.6149,2.6845,2.7492,2.8416,2.8695,2.8616,2.8486,2.8419,3.1221,3.4184,3.5391,3.6036,3.6681
"2016-02-01",2.0765,2.191,2.2269,2.2305,2.2928,2.3199,2.3109,NA,2.5813,NA,2.7257,NA,2.8546,NA,NA,2.8368,3.1169,3.4132,3.5339,3.5984,3.6629
"2016-02-02",2.0435,2.2057,2.2495,2.2406,2.2797,2.3332,2.3208,NA,2.5976,NA,2.7495,NA,2.9044,NA,NA,2.8818,3.1619,3.4582,3.5789,3.6434,3.7079
"2016-02-03",1.9825,2.1208,2.2137,2.219,2.2877,2.35,2.316,NA,2.6041,NA,2.7508,NA,2.9138,NA,NA,2.8918,3.172,3.4683,3.589,3.6535,3.718
"2016-02-04",1.8825,2.2023,2.245,2.2505,2.2964,2.35,2.316,NA,2.5715,NA,2.7312,NA,2.8893,NA,NA,2.855,3.1234,3.4197,3.5282,3.5929,3.6574
"2016-02-05",1.7825,2.1287,2.1951,2.2271,2.277,2.33,2.3259,NA,2.5637,NA,2.7279,NA,2.8989,NA,NA,2.8535,3.1219,3.4182,3.5267,3.5914,3.6559
"2016-02-06",1.8795,2.1868,2.2028,2.2271,2.2686,2.3263,2.3268,NA,2.5675,NA,2.7393,NA,2.898,NA,NA,2.8535,3.1219,3.4182,3.5267,3.5914,3.6559
"2016-02-14",1.6765,2.1003,2.2325,2.256,2.2805,2.3004,2.3018,NA,2.578,NA,2.684,NA,2.848,NA,NA,2.8221,3.0905,3.3868,3.4953,3.56,3.6245
"2016-02-15",1.6755,2.0899,2.191,2.251,2.2741,2.2714,2.3192,NA,2.5774,NA,2.6797,NA,2.8641,NA,NA,2.8371,3.1055,3.4018,3.5103,3.575,3.6395
"2016-02-16",1.6725,2.0996,2.1941,2.2551,2.2794,2.2818,2.3452,NA,2.5659,NA,2.7089,NA,2.8789,NA,NA,2.8376,3.106,3.4023,3.5108,3.5755,3.64
"2016-02-17",1.6665,2.0977,2.1919,2.2324,2.2546,2.2695,2.2817,NA,2.5732,NA,2.7144,NA,2.8788,NA,NA,2.8351,3.1004,3.3935,3.5021,3.5668,3.6313
"2016-02-18",1.6495,2.1486,2.2045,2.2371,2.25,2.2591,2.2718,NA,2.5634,NA,2.7053,NA,2.874,NA,NA,2.8351,3.1004,3.3935,3.5021,3.5668,3.6313
"2016-02-19",1.6365,2.1418,2.1999,2.1541,2.1592,2.241,2.251,NA,2.567,NA,2.7001,NA,2.8665,NA,NA,2.8251,3.0911,3.3842,3.4937,3.5583,3.6228
"2016-02-22",1.6325,2.1246,2.1697,2.0626,2.2067,2.2307,2.2678,NA,2.5507,NA,2.6687,NA,2.8741,NA,NA,2.8426,3.0925,3.3856,3.4951,3.5597,3.6081
"2016-02-23",1.7325,2.161,2.1905,2.1082,2.1571,2.2139,2.2622,NA,2.5679,NA,2.6579,NA,2.8693,NA,NA,2.8451,3.095,3.3881,3.4976,3.5622,3.6105
"2016-02-24",1.7555,2.145,2.1905,2.1034,2.1475,2.2039,2.2638,NA,2.5175,NA,2.6498,NA,2.87,NA,NA,2.8676,3.1175,3.4106,3.5201,3.5847,3.633
"2016-02-25",1.8035,2.2475,2.1933,2.1178,2.1721,2.2421,2.2834,NA,2.5319,NA,2.6651,NA,2.8796,NA,NA,2.8651,3.1431,3.4362,3.5457,3.6103,3.6586
"2016-02-26",1.8475,2.2512,2.1545,2.0511,2.2022,2.2354,2.2764,NA,2.5283,NA,2.6499,NA,2.8794,NA,NA,2.8551,3.1598,3.4145,3.5257,3.5903,3.6386
"2016-02-29",1.8065,2.1994,2.1221,2.1012,2.203,2.2187,2.2576,NA,2.537,NA,2.6454,NA,2.867,NA,NA,2.8502,3.1566,3.4129,3.5088,3.5738,3.6221
"2016-03-01",1.7675,2.0736,2.0998,2.1141,2.1931,2.1788,2.2086,NA,2.5295,NA,2.6202,NA,2.8598,NA,NA,2.8527,3.148,3.4049,3.4903,3.5558,3.6041
"2016-03-02",1.7115,2.0408,2.0669,2.0806,2.1702,2.1706,2.2093,NA,2.5058,NA,2.6217,NA,2.8715,NA,NA,2.8752,3.1528,3.3919,3.4775,3.543,3.5913
"2016-03-03",1.7065,2.0569,2.0898,2.0513,2.1617,2.1784,2.2132,NA,2.5118,NA,2.6376,NA,2.893,NA,NA,2.9002,3.1579,3.397,3.4724,3.5379,3.5862
"2016-03-04",1.6995,2.0861,2.087,2.0166,2.1118,2.1505,2.1742,NA,2.5076,NA,2.6277,NA,2.8829,NA,NA,2.8952,3.1347,3.383,3.4679,3.5334,3.5817
"2016-03-07",1.7005,2.0387,2.0396,2.0365,2.1108,2.1655,2.1902,NA,2.5172,NA,2.6494,NA,2.9126,NA,NA,2.9303,3.1697,3.418,3.503,3.5684,3.6167
"2016-03-08",1.6995,2.0582,2.0538,2.0074,2.1155,2.1546,2.187,NA,2.5247,NA,2.6602,NA,2.9246,NA,NA,2.9352,3.174,3.4216,3.5018,3.5672,3.6155
"2016-03-09",1.6995,1.9979,2.0365,1.9781,2.1111,2.133,2.1864,NA,2.5048,NA,2.6244,NA,2.8839,NA,NA,2.8928,3.154,3.3816,3.4618,3.5272,3.5755
"2016-03-10",1.6965,2.0226,2.0315,2.0004,2.1098,2.1278,2.1895,NA,2.4843,NA,2.6049,NA,2.8651,NA,NA,2.8653,3.1415,3.3491,3.4293,3.4947,3.543
"2016-03-11",1.7791,2.0176,1.9989,1.9402,2.0528,2.125,2.1612,NA,2.4882,NA,2.5727,NA,2.85,NA,NA,2.8453,3.1497,3.3573,3.465,3.5105,3.5412
"2016-03-14",1.7831,2.0019,2.0064,1.9707,2.0378,2.1275,2.1469,NA,2.444,NA,2.5891,NA,2.8415,NA,NA,2.8504,3.1547,3.3623,3.4538,3.5055,3.5412
"2016-03-15",1.7871,2.0019,2.0148,1.9873,2.0464,2.1101,2.1275,NA,2.4068,NA,2.5839,NA,2.8367,NA,NA,2.8404,3.1447,3.3523,3.4438,3.4955,3.5312
"2016-03-16",1.7401,2.0014,2.0011,1.9803,2.0254,2.1096,2.1012,NA,2.377,NA,2.5593,NA,2.8017,NA,NA,2.8054,3.1097,3.3173,3.4088,3.4605,3.4962
"2016-03-17",1.7401,2.0049,2.0053,1.9902,2.0293,2.0639,2.0788,NA,2.3684,NA,2.566,NA,2.8134,NA,NA,2.8154,3.1097,3.3173,3.3971,3.4488,3.4845
"2016-03-18",1.8601,2.0049,1.9789,1.9573,2.0266,2.047,2.0551,NA,2.3443,NA,2.5554,NA,2.821,NA,NA,2.8229,3.1069,3.3145,3.3834,3.4356,3.4713
"2016-03-21",1.7597,2.0263,2.0016,1.9914,2.0253,2.0214,2.0552,NA,2.3563,NA,2.5684,NA,2.8184,NA,NA,2.8305,3.0997,3.3073,3.3617,3.4139,3.4496
"2016-03-22",1.8097,2.0333,2.0089,2.0006,2.0514,2.0416,2.0842,NA,2.3603,NA,2.5639,NA,2.8267,NA,NA,2.8304,3.0997,3.3073,3.3617,3.4139,3.4496
"2016-03-23",1.8597,2.0368,2.0198,2.0196,2.046,2.0413,2.0589,NA,2.3351,NA,2.5489,NA,2.8084,NA,NA,2.8307,3.0997,3.3073,3.3617,3.4139,3.4496
"2016-03-24",1.9397,2.0817,2.0404,2.0298,2.0461,2.0505,2.069,NA,2.3134,NA,2.5298,NA,2.8032,NA,NA,2.8309,3.0997,3.3073,3.3617,3.4139,3.4496
"2016-03-25",1.9337,2.0634,2.0311,1.9771,2.0364,2.091,2.053,NA,2.3056,NA,2.5181,NA,2.7909,NA,NA,2.8311,3.0921,3.2997,3.3465,3.4039,3.4396
"2016-03-28",1.9367,2.0674,2.0043,1.9539,2.0571,2.0908,2.0918,NA,2.3232,NA,2.5339,NA,2.8165,NA,NA,2.8665,3.0998,3.2773,3.3365,3.3939,3.4296
"2016-03-29",1.9007,2.0572,1.994,1.9894,2.0622,2.0899,2.1039,NA,2.2964,NA,2.5153,NA,2.8113,NA,NA,2.851,3.0843,3.2618,3.3288,3.3939,3.4296
"2016-03-30",1.9507,2.0947,2.0051,2.0012,2.0665,2.0907,2.0796,NA,2.3079,NA,2.4718,NA,2.7917,NA,NA,2.8362,3.0694,3.2469,3.3188,3.3863,3.4244
"2016-03-31",1.9637,2.115,2.0241,2.0187,2.0721,2.0763,2.0861,NA,2.3025,NA,2.472,NA,2.7823,NA,NA,2.8419,3.0713,3.2488,3.3175,3.385,3.4231
"2016-04-01",1.8407,1.9842,1.9853,2.0008,2.0767,2.0887,2.0964,NA,2.3083,NA,2.4716,NA,2.7777,NA,NA,2.8422,3.0713,3.2488,3.3176,3.3851,3.4332
"2016-04-05",1.7997,1.9894,2.0114,2.0156,2.0661,2.0758,2.0854,NA,2.3211,NA,2.4876,NA,2.7794,NA,NA,2.8637,3.0928,3.2703,3.3391,3.4066,3.4547
"2016-04-06",1.7897,1.975,2.0237,2.0487,2.0746,2.092,2.1057,NA,2.3466,NA,2.4964,NA,2.7846,NA,NA,2.8689,3.098,3.2755,3.3443,3.4118,3.4599
"2016-04-07",1.785,2.0154,2.0339,2.0708,2.095,2.1207,2.1358,NA,2.3709,NA,2.4947,NA,2.8058,NA,NA,2.9049,3.134,3.3115,3.3803,3.4478,3.4959
"2016-04-08",1.7867,2.0271,2.0544,2.0577,2.1004,2.1522,2.1677,NA,2.3797,NA,2.5044,NA,2.8065,NA,NA,2.9158,3.1451,3.3028,3.3803,3.4478,3.4959
